S.No,Primary Vulnerability,Exploit,Result,Code
197,Unsafe Consumption of APIs,Validated External API Usage,Good,"from flask import Flask, jsonify
import requests
import os
app = Flask(__name__)

EXTERNAL_API_KEY = os.environ.get('EXTERNAL_API_KEY')
TRUSTED_HOSTS = ['api.trusted-partner.com']

@app.route('/external-data')
def get_external():
    try:
        response = requests.get(
            'https://api.trusted-partner.com/data',
            headers={{'Authorization': f'Bearer {{EXTERNAL_API_KEY}}'}},
            timeout=10,
            verify=True
        )
        response.raise_for_status()
        
        data = response.json()
        validated_data = validate_and_sanitize(data)
        return jsonify(validated_data)
    except Exception as e:
        logging.error(f""External API error: {{e}}"")
        return jsonify({{""error"": ""Service unavailable""}}), 503

if __name__ == '__main__':
    app.run()"
198,Improper Inventory Management,Deprecated Endpoint Active,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/api/v1/login', methods=['POST'])
def old_login():
    # Deprecated: uses weak auth
    if request.json['pass'] == 'admin':
        return jsonify({{""token"": ""weak_token""}})
    return jsonify({{""error"": ""Invalid""}}), 401

@app.route('/api/v2/login', methods=['POST'])
def new_login():
    return authenticate_properly(request.json)

if __name__ == '__main__':
    app.run()"
199,Unrestricted Access to Sensitive Business Flows,Protected Business Flow,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_auth(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        user = authenticate_request(request)
        if not user:
            return jsonify({{""error"": ""Unauthorized""}}), 401
        return f(*args, **kwargs)
    return decorated

def require_2fa(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        otp = request.headers.get('X-OTP')
        if not verify_otp(get_current_user(), otp):
            return jsonify({{""error"": ""2FA required""}}), 403
        return f(*args, **kwargs)
    return decorated

@app.route('/transfer', methods=['POST'])
@require_auth
@require_2fa
def transfer_money():
    user = get_current_user()
    from_account = request.json['from']
    
    if not user_owns_account(user, from_account):
        return jsonify({{""error"": ""Forbidden""}}), 403
    
    amount = request.json['amount']
    if amount > get_daily_limit(user):
        return jsonify({{""error"": ""Exceeds daily limit""}}), 400
    
    execute_transfer(from_account, request.json['to'], amount)
    log_transaction(user, from_account, request.json['to'], amount)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
200,Improper Inventory Management,Insufficient Authentication and Authorization,Error,"from flask import Flask, request, jsonify

app = Flask(__name__)

admin_token = 'secret_admin_token'

inventory = {
    'item1': 100,
    'item2': 50,
    'item3': 75
}

@app.route('/add_item', methods=['POST'])
def add_item():
    token = request.headers.get('Authorization')

    if token == admin_token:
        data = request.get_json()
        item_name = data.get('item_name')
        quantity = data.get('quantity')

        if item_name and quantity:
            inventory[item_name] = quantity  # Vulnerable code: No further authorization checks
            return jsonify({'message': 'Item added to inventory'}), 200
        else:
            return jsonify({'error': 'Invalid input data'}), 400
    else:
        return jsonify({'error': 'Unauthorized access'}), 401

if __name__ == '__main__':
    app.run(debug=True)"
201,Unsafe Consumption of APIs,Lack of Input Validation,Error,"from flask import Flask, request, jsonify
import requests

app = Flask(__name__)

@app.route('/vulnerable_api', methods=['POST'])
def vulnerable_api():
    user_input = request.json.get('user_input')

    # Assume this endpoint consumes an external API
    response = requests.get(f'https://external.api.com/data/{user_input}')

    return jsonify(response.json()), 200"
202,Broken Authentication,Insecure Session Management,Error,"from flask import Flask, request, session
app = Flask(__name__)
app.secret_key = 'secret'

@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    session['user'] = username
    session['logged_in'] = True
    return ""Logged in""

@app.route('/dashboard')
def dashboard():
    if session.get('logged_in'):
        return f""Welcome {{session['user']}}""
    return ""Please login""

if __name__ == '__main__':
    app.run()"
203,Unrestricted Access to Sensitive Business Flows,Sensitive Data Export Function Accessible Without Authorization,Good,"from flask import Flask, send_file, request, Response
import csv
import functools

app = Flask(__name__)

# Dictionary to store username and password
users = {
    'admin': 'password123'
}

def check_auth(username, password):
    """"""Check if a username/password combination is valid.""""""
    return username in users and users[username] == password

def authenticate():
    """"""Send a 401 response to enable basic auth""""""
    return Response(
        'Could not verify your access level for that URL.\n'
        'You have to login with proper credentials', 401,
        {'WWW-Authenticate': 'Basic realm=""Login Required""'})

def requires_auth(f):
    """"""Decorator to prompt for basic auth""""""
    @functools.wraps(f)
    def decorated(*args, **kwargs):
        auth = request.authorization
        if not auth or not check_auth(auth.username, auth.password):
            return authenticate()
        return f(*args, **kwargs)
    return decorated

@app.route('/export-data', methods=['GET'])
@requires_auth
def export_data():
    # Simulate creating a CSV file with sensitive data
    with open('sensitive_data.csv', mode='w', newline='') as file:
        writer = csv.writer(file)
        writer.writerow(['ID', 'Name', 'Sensitive Info'])
        writer.writerow([1, 'John Doe', 'Secret1'])
        writer.writerow([2, 'Jane Smith', 'Secret2'])

    return send_file('sensitive_data.csv', as_attachment=True)

if __name__ == '__main__':
    app.run(debug=True)"
204,Improper Inventory Management,Insecure Direct Object Reference (IDOR),Good,"from flask import Flask, request, jsonify, abort
from functools import wraps

app = Flask(__name__)

# Sample inventory
inventory = {
    'item1': 100,
    'item2': 50,
    'item3': 75
}

# Basic authentication credentials (username:password)
AUTHORIZED_USERS = {
    'user1': 'password123'
}

def check_auth(username, password):
    return AUTHORIZED_USERS.get(username) == password

def authenticate():
    return jsonify({'error': 'Authentication required'}), 401

def requires_auth(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        auth = request.authorization
        if not auth or not check_auth(auth.username, auth.password):
            return authenticate()
        return f(*args, **kwargs)
    return decorated

@app.route('/get_inventory/<item_name>', methods=['GET'])
@requires_auth
def get_inventory(item_name):
    # Basic validation of item_name
    if not item_name.isalnum() or len(item_name) > 50:
        return jsonify({'error': 'Invalid item name'}), 400

    if item_name in inventory:
        return jsonify({'item_name': item_name, 'quantity': inventory[item_name]}), 200
    else:
        return jsonify({'error': 'Item not found in inventory'}), 404

if __name__ == '__main__':
    app.run(debug=True)"
205,Improper Inventory Management,Exposed Internal Endpoints,Error,"from flask import Flask, jsonify
app = Flask(__name__)

@app.route('/api/v1/internal/users')
def internal_users():
    return jsonify(database.get_all_internal_users())

@app.route('/api/v2/users')
def v2_users():
    return jsonify(database.get_users())

@app.route('/api/beta/experimental')
def beta_endpoint():
    return jsonify({{""data"": ""experimental feature""}})

if __name__ == '__main__':
    app.run()"
206,Unrestricted Access to Sensitive Business Flows,Admin Operation Without Verification,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/admin/reset-password', methods=['POST'])
def reset_password():
    user_id = request.json['user_id']
    new_password = request.json['new_password']
    database.update_password(user_id, new_password)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
207,Unsafe Consumption of APIs,Validated External API Usage,Good,"from flask import Flask, jsonify
import requests
from marshmallow import Schema, fields, ValidationError
app = Flask(__name__)

class UserSchema(Schema):
    username = fields.Str(required=True, validate=lambda x: len(x) <= 50)
    email = fields.Email(required=True)
    
user_schema = UserSchema()

@app.route('/user-info/<username>')
def get_external_user(username):
    try:
        response = requests.get(
            f'https://external-api.com/users/{{username}}',
            timeout=5,
            verify=True
        )
        response.raise_for_status()
        
        user_data = user_schema.load(response.json())
        database.save_user_safe(user_data)
        return jsonify(user_data)
    except ValidationError as e:
        return jsonify({{""error"": ""Invalid data from external API""}}), 400
    except requests.RequestException as e:
        return jsonify({{""error"": ""External API error""}}), 502

if __name__ == '__main__':
    app.run()"
208,Security Misconfiguration,Debug Mode Enabled,Error,"from flask import Flask
app = Flask(__name__)

@app.route('/')
def home():
    return ""Hello World""

if __name__ == '__main__':
    app.run(debug=True, host='0.0.0.0')"
209,Security Misconfiguration,Missing Security Headers,Error,"from flask import Flask, jsonify
app = Flask(__name__)

@app.route('/api/data')
def get_data():
    response = jsonify({{""data"": ""sensitive""}})
    return response

if __name__ == '__main__':
    app.run()"
210,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
import os
app = Flask(__name__)

ALLOWED_EXTENSIONS = {{'png', 'jpg', 'jpeg', 'gif'}}
MAX_FILE_SIZE = 5 * 1024 * 1024  # 5MB

def allowed_file(filename):
    return '.' in filename and filename.rsplit('.', 1)[1].lower() in ALLOWED_EXTENSIONS

@app.route('/upload', methods=['POST'])
def upload():
    file = request.files.get('file')
    if not file:
        return jsonify({{""error"": ""No file""}}), 400
    
    if not allowed_file(file.filename):
        return jsonify({{""error"": ""Invalid file type""}}), 400
    
    file.seek(0, os.SEEK_END)
    if file.tell() > MAX_FILE_SIZE:
        return jsonify({{""error"": ""File too large""}}), 400
    file.seek(0)
    
    secure_filename = werkzeug.utils.secure_filename(file.filename)
    file.save(os.path.join('/uploads', secure_filename))
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
211,Security Misconfiguration,Debug Mode Enabled in Production,Good,"from flask import Flask
import os

app = Flask(__name__)

# Set the debug mode based on the FLASK_ENV environment variable
if os.getenv('FLASK_ENV') == 'development':
    app.config['DEBUG'] = True
else:
    app.config['DEBUG'] = False

@app.route('/')
def home():
    return ""Welcome to the home page!""

if __name__ == '__main__':
    app.run(host='0.0.0.0', port=5000)"
212,Unrestricted Access to Sensitive Business Flows,Unrestricted Data Export,Error,"from flask import Flask, request, send_file
app = Flask(__name__)

@app.route('/export', methods=['GET'])
def export_data():
    format = request.args.get('format', 'csv')
    data = database.export_all_data()
    return send_file(create_export(data, format))

if __name__ == '__main__':
    app.run()"
213,Unsafe Consumption of APIs,No Input Validation,Error,"from flask import Flask, jsonify
import requests
app = Flask(__name__)

@app.route('/user-info/<username>')
def get_external_user(username):
    response = requests.get(f'https://external-api.com/users/{{username}}')
    user_data = response.json()
    database.save_user(user_data)
    return jsonify(user_data)

if __name__ == '__main__':
    app.run()"
214,Broken Object Level Authorizatio,Inadequate User Validation,Good,"from flask import Flask, request, jsonify

app = Flask(__name__)

# Mock user data
users = {
    1: {""name"": ""Alice"", ""email"": ""alice@example.com""},
    2: {""name"": ""Bob"", ""email"": ""bob@example.com""}
}

# Mock API keys for users
api_keys = {
    ""key_for_alice"": 1,
    ""key_for_bob"": 2
}

def get_user_id_from_api_key(api_key):
    return api_keys.get(api_key)

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    api_key = request.headers.get('X-API-Key')
    if not api_key:
        return jsonify({""error"": ""Missing API key""}), 401

    requesting_user_id = get_user_id_from_api_key(api_key)
    if not requesting_user_id:
        return jsonify({""error"": ""Invalid API key""}), 403

    if requesting_user_id != user_id:
        return jsonify({""error"": ""Unauthorized access""}), 403

    user = users.get(user_id)
    if user:
        return jsonify(user)
    else:
        return jsonify({""error"": ""User not found""}), 404

if __name__ == '__main__':
    app.run(debug=True)"
215,Unsafe Consumption of APIs,Insecure Data Transmission,Error,"from flask import Flask, request, jsonify
import requests

app = Flask(__name__)

@app.route('/transmit_data', methods=['POST'])
def transmit_data():
    user_input = request.json.get('user_input')

    # Assume this endpoint transmits user input to an external API insecurely
    response = requests.post(
        'http://insecure.api.com/transmit',
        json={'data': user_input}
    )

    return jsonify(response.json()), 200"
216,Broken Function Level Authorization,Proper Function Authorization,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_permission(permission):
    def decorator(f):
        @wraps(f)
        def decorated(*args, **kwargs):
            user = get_current_user()
            if not user or permission not in user.get('permissions', []):
                return jsonify({{""error"": ""Permission denied""}}), 403
            return f(*args, **kwargs)
        return decorated
    return decorator

@app.route('/api/settings', methods=['PUT'])
@require_permission('settings:write')
def update_settings():
    settings = request.json
    database.update_settings(settings)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
217,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
import os
app = Flask(__name__)

ALLOWED_EXTENSIONS = {{'png', 'jpg', 'jpeg', 'gif'}}
MAX_FILE_SIZE = 5 * 1024 * 1024  # 5MB

def allowed_file(filename):
    return '.' in filename and filename.rsplit('.', 1)[1].lower() in ALLOWED_EXTENSIONS

@app.route('/upload', methods=['POST'])
def upload():
    file = request.files.get('file')
    if not file:
        return jsonify({{""error"": ""No file""}}), 400
    
    if not allowed_file(file.filename):
        return jsonify({{""error"": ""Invalid file type""}}), 400
    
    file.seek(0, os.SEEK_END)
    if file.tell() > MAX_FILE_SIZE:
        return jsonify({{""error"": ""File too large""}}), 400
    file.seek(0)
    
    secure_filename = werkzeug.utils.secure_filename(file.filename)
    file.save(os.path.join('/uploads', secure_filename))
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
218,Broken Function Level Authorization,Proper Function Authorization,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_permission(permission):
    def decorator(f):
        @wraps(f)
        def decorated(*args, **kwargs):
            user = get_current_user()
            if not user or permission not in user.get('permissions', []):
                return jsonify({{""error"": ""Permission denied""}}), 403
            return f(*args, **kwargs)
        return decorated
    return decorator

@app.route('/api/settings', methods=['PUT'])
@require_permission('settings:write')
def update_settings():
    settings = request.json
    database.update_settings(settings)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
219,Broken Object Property Level Authorization,Mass Assignment,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {{1: {{""name"": ""Alice"", ""email"": ""alice@test.com"", ""role"": ""user"", ""balance"": 100}}}}

@app.route('/user/<int:user_id>', methods=['PUT'])
def update_user(user_id):
    if user_id in users:
        users[user_id].update(request.json)
        return jsonify({{""success"": True}})
    return jsonify({{""error"": ""Not found""}}), 404

if __name__ == '__main__':
    app.run()"
220,Broken Authentication,Secure Authentication Implementation,Good,"from flask import Flask, request, jsonify
from flask_limiter import Limiter
from flask_limiter.util import get_remote_address
import os

app = Flask(__name__)
app.secret_key = os.environ.get('SECRET_KEY')
limiter = Limiter(app, key_func=get_remote_address)

@app.route('/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    
    user = authenticate_user(username, password)
    if user:
        return jsonify({{""token"": create_jwt_token(user)}})
    return jsonify({{""error"": ""Invalid credentials""}}), 401

if __name__ == '__main__':
    app.run()"
221,Broken Object Property Level Authorization,Proper Field Filtering,Good,"from flask import Flask, jsonify
app = Flask(__name__)

SAFE_FIELDS = ['name', 'email', 'created_at']

users = {{
    1: {{""name"": ""Alice"", ""email"": ""alice@test.com"", ""password_hash"": ""abc"", ""ssn"": ""123""}}
}}

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    user = users.get(user_id)
    if user:
        safe_user = {{k: v for k, v in user.items() if k in SAFE_FIELDS}}
        return jsonify(safe_user)
    return jsonify({{""error"": ""Not found""}}), 404

if __name__ == '__main__':
    app.run()"
222,Broken Authentication,Missing Rate Limiting,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {{""admin"": ""secret123"", ""user"": ""pass456""}}

@app.route('/login', methods=['POST'])
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    
    if users.get(username) == password:
        return jsonify({{""success"": True, ""token"": generate_token()}})
    return jsonify({{""error"": ""Invalid""}})

if __name__ == '__main__':
    app.run()"
223,Security Misconfiguration,Secure Configuration,Good,"from flask import Flask, jsonify
import os
import logging
app = Flask(__name__)

app.config['SECRET_KEY'] = os.environ.get('SECRET_KEY')
logging.basicConfig(level=logging.ERROR)

@app.errorhandler(Exception)
def handle_error(e):
    logging.error(f""Error: {{e}}"")
    return jsonify({{""error"": ""An error occurred""}}), 500

@app.route('/user/<int:id>')
def get_user(id):
    user = database.get_user(id)
    return jsonify(user)

if __name__ == '__main__':
    app.run()"
224,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {{1: {{""name"": ""Alice"", ""email"": ""alice@example.com""}},
         2: {{""name"": ""Bob"", ""email"": ""bob@example.com""}}}}
api_keys = {{""key_alice"": 1, ""key_bob"": 2}}

def get_user_from_token(token):
    return api_keys.get(token)

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    token = request.headers.get('Authorization')
    if not token:
        return jsonify({{""error"": ""Missing authorization""}}), 401
    
    requesting_user = get_user_from_token(token)
    if requesting_user != user_id:
        return jsonify({{""error"": ""Unauthorized""}}), 403
    
    user = users.get(user_id)
    if user:
        return jsonify(user)
    return jsonify({{""error"": ""Not found""}}), 404

if __name__ == '__main__':
    app.run()"
225,Improper Inventory Management,Proper API Versioning,Good,"from flask import Flask, jsonify, request
from functools import wraps
import os
app = Flask(__name__)

ACTIVE_VERSIONS = ['v2', 'v3']

def version_check(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        version = request.path.split('/')[2] if len(request.path.split('/')) > 2 else None
        if version not in ACTIVE_VERSIONS:
            return jsonify({{""error"": ""API version deprecated or not found""}}), 404
        return f(*args, **kwargs)
    return decorated

@app.route('/api/v2/users')
@version_check
def get_users():
    return jsonify(database.get_users())

@app.route('/api/v3/users')
@version_check  
def get_users_v3():
    return jsonify(database.get_users_paginated())

if __name__ == '__main__':
    app.run()"
226,Improper Inventory Management,Deprecated Endpoint Active,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/api/v1/login', methods=['POST'])
def old_login():
    # Deprecated: uses weak auth
    if request.json['pass'] == 'admin':
        return jsonify({{""token"": ""weak_token""}})
    return jsonify({{""error"": ""Invalid""}}), 401

@app.route('/api/v2/login', methods=['POST'])
def new_login():
    return authenticate_properly(request.json)

if __name__ == '__main__':
    app.run()"
227,Unrestricted Resource Consumption,Unrestricted File Upload,Error,"from flask import Flask, request
app = Flask(__name__)

@app.route('/upload', methods=['POST'])
def upload():
    file = request.files['file']
    file.save(f'/uploads/{{file.filename}}')
    return ""Uploaded""

if __name__ == '__main__':
    app.run()"
228,Unsafe Consumption of APIs,Validated External API Usage,Good,"from flask import Flask, jsonify
import requests
import os
app = Flask(__name__)

EXTERNAL_API_KEY = os.environ.get('EXTERNAL_API_KEY')
TRUSTED_HOSTS = ['api.trusted-partner.com']

@app.route('/external-data')
def get_external():
    try:
        response = requests.get(
            'https://api.trusted-partner.com/data',
            headers={{'Authorization': f'Bearer {{EXTERNAL_API_KEY}}'}},
            timeout=10,
            verify=True
        )
        response.raise_for_status()
        
        data = response.json()
        validated_data = validate_and_sanitize(data)
        return jsonify(validated_data)
    except Exception as e:
        logging.error(f""External API error: {{e}}"")
        return jsonify({{""error"": ""Service unavailable""}}), 503

if __name__ == '__main__':
    app.run()"
229,Unrestricted Access to Sensitive Business Flows,Sensitive Data Export Function Accessible Without Authorization,Error,"from flask import Flask, send_file
import csv

app = Flask(__name__)

@app.route('/export-data', methods=['GET'])
def export_data():
    # Simulate creating a CSV file with sensitive data
    with open('sensitive_data.csv', mode='w') as file:
        writer = csv.writer(file)
        writer.writerow(['ID', 'Name', 'Sensitive Info'])
        writer.writerow([1, 'John Doe', 'Secret1'])
        writer.writerow([2, 'Jane Smith', 'Secret2'])

    return send_file('sensitive_data.csv', as_attachment=True)

if __name__ == '__main__':
    app.run(debug=True)"
230,Security Misconfiguration,Debug Mode Enabled,Error,"from flask import Flask
app = Flask(__name__)

@app.route('/')
def home():
    return ""Hello World""

if __name__ == '__main__':
    app.run(debug=True, host='0.0.0.0')"
231,Broken Object Level Authorization,Inadequate User Validation,Error,"from flask import Flask, jsonify
app = Flask(__name__)

users = [
    {""id"": 1, ""user_id"": 1, ""data"": ""User 1 private""},
    {""id"": 2, ""user_id"": 2, ""data"": ""User 2 private""}
]

@app.route('/account', methods=['GET'])
def list_users():
    return jsonify(users)

if __name__ == '__main__':
    app.run()"
232,Broken Object Property Level Authorization,Sensitive Data Exposure,Error,"from flask import Flask, jsonify
app = Flask(__name__)

users = {{
    1: {{""name"": ""Alice"", ""email"": ""alice@test.com"", ""password_hash"": ""abc123"", ""ssn"": ""123-45-6789""}}
}}

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    return jsonify(users.get(user_id, {{}}))

if __name__ == '__main__':
    app.run()"
233,Broken Function Level Authorization,Insecure Direct Object References,Error,"from flask import Flask, request, jsonify, session

app = Flask(__name__)
app.secret_key = 'supersecretkey'

# Simulating a user database
users = {
    'user1': {'username': 'user1', 'password': 'password1', 'role': 'user'},
    'admin': {'username': 'admin', 'password': 'adminpass', 'role': 'admin'}
}

# Simulated login route
@app.route('/login', methods=['POST'])
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    user = users.get(username)
    if user and user['password'] == password:
        session['username'] = username
        session['role'] = user['role']
        return jsonify({'message': 'Logged in successfully!'})
    return jsonify({'message': 'Invalid credentials!'}), 401

# Vulnerable endpoint accessible by role manipulation
@app.route('/admin/get_all_users', methods=['GET'])
def get_all_users():
    role = request.args.get('role')
    if role == 'admin':
        return jsonify({'users': list(users.keys())})
    return jsonify({'message': 'Unauthorized!'}), 401

if __name__ == '__main__':
    app.run(debug=True)"
234,Broken Authentication,Token Exposure in URL,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/api/data')
def get_data():
    token = request.args.get('token')
    if validate_token(token):
        return jsonify({{""data"": ""sensitive info""}})
    return jsonify({{""error"": ""Invalid token""}}), 401

if __name__ == '__main__':
    app.run()"
235,Server Side Request Forgery,URL Validation and Allowlist,Good,"from flask import Flask, request, jsonify
import requests
from urllib.parse import urlparse
app = Flask(__name__)

ALLOWED_HOSTS = ['api.trusted.com', 'cdn.example.com']

def is_safe_url(url):
    try:
        parsed = urlparse(url)
        if parsed.scheme not in ['http', 'https']:
            return False
        if parsed.hostname not in ALLOWED_HOSTS:
            return False
        if parsed.port and parsed.port not in [80, 443]:
            return False
        return True
    except:
        return False

@app.route('/fetch', methods=['POST'])
def fetch_url():
    url = request.json.get('url')
    
    if not is_safe_url(url):
        return jsonify({{""error"": ""URL not allowed""}}), 400
    
    response = requests.get(url, allow_redirects=False, timeout=5)
    return jsonify({{""content"": response.text}})

if __name__ == '__main__':
    app.run()"
236,Broken Authentication,Secure Authentication Implementation,Good,"from flask import Flask, request, session, jsonify
from datetime import timedelta
import os

app = Flask(__name__)
app.secret_key = os.environ.get('SECRET_KEY')
app.config['SESSION_COOKIE_SECURE'] = True
app.config['SESSION_COOKIE_HTTPONLY'] = True
app.config['SESSION_COOKIE_SAMESITE'] = 'Lax'
app.config['PERMANENT_SESSION_LIFETIME'] = timedelta(hours=1)

@app.route('/login', methods=['POST'])
def login():
    if authenticate(request.json):
        session.permanent = True
        session['user_id'] = request.json['user_id']
        session.regenerate()
        return jsonify({{""success"": True}})
    return jsonify({{""error"": ""Failed""}}), 401

if __name__ == '__main__':
    app.run()"
