S.No,Primary Vulnerability,Exploit,Result,Code
64,Broken Authentication,Insecure Session Management,Error,"from flask import Flask, request, session
app = Flask(__name__)
app.secret_key = 'secret'

@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    session['user'] = username
    session['logged_in'] = True
    return ""Logged in""

@app.route('/dashboard')
def dashboard():
    if session.get('logged_in'):
        return f""Welcome {{session['user']}}""
    return ""Please login""

if __name__ == '__main__':
    app.run()"
65,Unrestricted Resource Consumption,Unrestricted Loop in a Route,Good,"from flask import Flask, request, abort

app = Flask(__name__)

@app.route('/compute')
def compute():
    try:
        # Get the iterations parameter and default to 1000 if not provided
        iterations = int(request.args.get('iterations', '1000'))
    except ValueError:
        return ""Invalid input: iterations must be an integer"", 400

    # Limit the maximum number of iterations to 10,000
    max_iterations = 10000
    if iterations < 1 or iterations > max_iterations:
        return f""Iterations must be between 1 and {max_iterations}"", 400

    result = 0
    for i in range(iterations):
        result += i * i

    return f""Computed sum of squares: {result}""

if __name__ == '__main__':
    app.run(debug=True)"
66,Security Misconfiguration,Proper Output Encoding,Good,"from fastapi import FastAPI
from fastapi.responses import HTMLResponse
import html
app = FastAPI()

@app.get(""/comment"", response_class=HTMLResponse)
def show_comment(text: str):
    safe_text = html.escape(text)
    return f""<div class='comment'>{{safe_text}}</div>"""
67,Broken Object Property Level Authorization,Sensitive Data Exposure,Error,"from flask import Flask, jsonify
app = Flask(__name__)

users = {{
    1: {{""name"": ""Alice"", ""email"": ""alice@test.com"", ""password_hash"": ""abc123"", ""ssn"": ""123-45-6789""}}
}}

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    return jsonify(users.get(user_id, {{}}))

if __name__ == '__main__':
    app.run()"
68,Security Misconfiguration,CORS Misconfiguration,Error,"from fastapi import FastAPI
from fastapi.middleware.cors import CORSMiddleware
app = FastAPI()

app.add_middleware(
    CORSMiddleware,
    allow_origins=[""*""],
    allow_credentials=True,
    allow_methods=[""*""],
    allow_headers=[""*""],
)

@app.get(""/api/data"")
def get_data():
    return {{""secret"": ""data""}}"
69,Broken Object Property Level Authorization,Proper Field Filtering,Good,"from flask import Flask, jsonify
app = Flask(__name__)

SAFE_FIELDS = ['name', 'email', 'created_at']

users = {{
    1: {{""name"": ""Alice"", ""email"": ""alice@test.com"", ""password_hash"": ""abc"", ""ssn"": ""123""}}
}}

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    user = users.get(user_id)
    if user:
        safe_user = {{k: v for k, v in user.items() if k in SAFE_FIELDS}}
        return jsonify(safe_user)
    return jsonify({{""error"": ""Not found""}}), 404

if __name__ == '__main__':
    app.run()"
70,Broken Object Level Authorization,Safe Path Handling,Good,"from fastapi import FastAPI, HTTPException
from fastapi.responses import FileResponse
import os
app = FastAPI()

STORAGE_DIR = ""storage""

@app.get(""/files/{{filename}}"")
def get_file(filename: str):
    safe_filename = os.path.basename(filename)
    filepath = os.path.join(STORAGE_DIR, safe_filename)
    
    if not os.path.exists(filepath):
        raise HTTPException(status_code=404)
    if not os.path.abspath(filepath).startswith(os.path.abspath(STORAGE_DIR)):
        raise HTTPException(status_code=403)
    
    return FileResponse(filepath)"
71,Security Misconfiguration,CORS Misconfiguration,Error,"from flask import Flask, jsonify
from flask_cors import CORS
app = Flask(__name__)
CORS(app, origins=""*"")

@app.route('/api/data')
def get_data():
    return jsonify({{""secret"": ""sensitive data""}})"
72,Broken Function Level Authorization,Proper Function Authorization,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def admin_required(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        token = request.headers.get('Authorization')
        user = verify_token(token)
        if not user or user.get('role') != 'admin':
            return jsonify({{""error"": ""Admin access required""}}), 403
        return f(*args, **kwargs)
    return decorated

@app.route('/admin/users', methods=['GET'])
@admin_required
def get_all_users():
    users = database.get_all_users()
    return jsonify(users)

@app.route('/admin/delete/<int:user_id>', methods=['DELETE'])
@admin_required
def delete_user(user_id):
    database.delete_user(user_id)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
73,Broken Authentication,Secure Authentication Implementation,Good,"from flask import Flask, request, jsonify
from werkzeug.security import generate_password_hash, check_password_hash
import os
app = Flask(__name__)
app.secret_key = os.environ.get('SECRET_KEY')

users_db = {}

@app.route('/register', methods=['POST'])
def register():
    username = request.json.get('username')
    password = request.json.get('password')
    
    if len(password) < 12:
        return jsonify({{""error"": ""Password must be at least 12 characters""}}), 400
    
    hashed = generate_password_hash(password)
    users_db[username] = hashed
    return jsonify({{""success"": True}})

@app.route('/login', methods=['POST'])
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    
    stored_hash = users_db.get(username)
    if stored_hash and check_password_hash(stored_hash, password):
        token = generate_secure_token(username)
        return jsonify({{""token"": token}})
    return jsonify({{""error"": ""Invalid credentials""}}), 401

if __name__ == '__main__':
    app.run()"
74,Unsafe Consumption of APIs,Command Injection,Error,"from flask import Flask, request
import os
app = Flask(__name__)

@app.route('/ping')
def ping():
    host = request.args.get('host')
    output = os.popen(f'ping -c 1 {{host}}').read()
    return output"
75,Server Side Request Forgery,Basic SSRF Vulnerability,Error,"from flask import Flask, request, jsonify
import requests

app = Flask(__name__)

@app.route('/fetch')
def fetch():
    url = request.args.get('url')
    if not url:
        return jsonify({'error': 'No URL provided'}), 400
    try:
        response = requests.get(url)
        return jsonify({'content': response.text})
    except Exception as e:
        return jsonify({'error': str(e)}), 500

if __name__ == '__main__':
    app.run(debug=True)"
76,Unsafe Consumption of APIs,Safe Command Execution,Good,"from flask import Flask, request, abort
import subprocess
from werkzeug.utils import secure_filename
app = Flask(__name__)

ALLOWED_EXT = ['jpg', 'png', 'gif']

@app.route('/convert')
def convert():
    filename = request.args.get('file')
    safe_name = secure_filename(filename)
    if not any(safe_name.endswith(ext) for ext in ALLOWED_EXT):
        abort(400)
    subprocess.run(['convert', safe_name, 'output.png'], check=True)
    return ""Converted"""
77,Broken Authentication,Signature Verification Disabled,Error,"import jwt
from flask import Flask, request
app = Flask(__name__)

@app.route('/data')
def get_data():
    token = request.args.get('token')
    data = jwt.decode(token, options={{""verify_signature"": False}})
    return {{""user"": data.get('user')}}"
78,Security Misconfiguration,Secure Configuration,Good,"from flask import Flask
import os
app = Flask(__name__)

app.config['SECRET_KEY'] = os.environ.get('SECRET_KEY')
app.config['DEBUG'] = False
app.config['TESTING'] = False

@app.after_request
def add_security_headers(response):
    response.headers['X-Content-Type-Options'] = 'nosniff'
    response.headers['X-Frame-Options'] = 'DENY'
    response.headers['X-XSS-Protection'] = '1; mode=block'
    response.headers['Strict-Transport-Security'] = 'max-age=31536000; includeSubDomains'
    response.headers['Content-Security-Policy'] = ""default-src 'self'""
    return response

@app.route('/')
def home():
    return ""Hello World""

if __name__ == '__main__':
    app.run(host='127.0.0.1')"
79,Improper Inventory Management,Insecure Direct Object Reference (IDOR),Good,"from flask import Flask, request, jsonify, abort
from functools import wraps

app = Flask(__name__)

# Sample inventory
inventory = {
    'item1': 100,
    'item2': 50,
    'item3': 75
}

# Basic authentication credentials (username:password)
AUTHORIZED_USERS = {
    'user1': 'password123'
}

def check_auth(username, password):
    return AUTHORIZED_USERS.get(username) == password

def authenticate():
    return jsonify({'error': 'Authentication required'}), 401

def requires_auth(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        auth = request.authorization
        if not auth or not check_auth(auth.username, auth.password):
            return authenticate()
        return f(*args, **kwargs)
    return decorated

@app.route('/get_inventory/<item_name>', methods=['GET'])
@requires_auth
def get_inventory(item_name):
    # Basic validation of item_name
    if not item_name.isalnum() or len(item_name) > 50:
        return jsonify({'error': 'Invalid item name'}), 400

    if item_name in inventory:
        return jsonify({'item_name': item_name, 'quantity': inventory[item_name]}), 200
    else:
        return jsonify({'error': 'Item not found in inventory'}), 404

if __name__ == '__main__':
    app.run(debug=True)"
80,Unsafe Consumption of APIs,Insecure Deserialization,Error,"from flask import Flask, request
import pickle
app = Flask(__name__)

@app.route('/load', methods=['POST'])
def load():
    data = request.data
    obj = pickle.loads(data)
    return str(obj)"
81,Broken Authentication,Weak JWT Algorithm,Error,"import jwt
from flask import Flask, request, jsonify
app = Flask(__name__)

SECRET = ""secret123""

@app.route('/verify')
def verify():
    token = request.headers.get('Authorization')
    try:
        data = jwt.decode(token, SECRET, algorithms=[""HS256"", ""none""])
        return jsonify(data)
    except:
        return jsonify({{""error"": ""Invalid token""}}), 401"
82,Unsafe Consumption of APIs,Parameterized Query,Good,"from fastapi import FastAPI, Query
import sqlite3
app = FastAPI()

@app.get(""/users"")
def get_users(name: str = Query(...)):
    conn = sqlite3.connect(""data.db"")
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE name LIKE ?"", (f'%{{name}}%',))
    return {{""users"": cursor.fetchall()}}"
83,Security Misconfiguration,Proper Output Encoding,Good,"from flask import Flask, request, render_template
app = Flask(__name__)

@app.route('/profile')
def profile():
    bio = request.args.get('bio', '')
    return render_template('profile.html', bio=bio)"
