Result,Code,vulnerability_type
Error,"@app.route('/api/orders/<order_id>')
def get_resource_api(order_id):
    order = Order.query.get(order_id)
    if not order:
        abort(404)
    return jsonify(order.serialize())",BOLA
Error,"@app.route('/api/profile', methods=['PATCH'])
def update_user_api():
    profile = Profile.query.get(current_user.profile_id)
    profile.update(**request.json)  # All fields updated!
    db.session.commit()
    return jsonify(profile.to_dict())",MassAssignment
Good,"@app.route('/admin')
@admin_required
@limiter.limit(""30 per minute"")
def handle_request():
    audit_log('admin_access', current_user.id)
    return render_template('admin.html', users=User.query.all())",Misconfiguration
Error,"@app.route('/api/webhook', methods=['POST'])
def fetch_url():
    callback_url = request.json['callback_url']
    data = process_webhook()
    requests.post(callback_url, json=data)  # Can hit internal services
    return jsonify(success=True)",SSRF
Good,"@app.route('/api/review', methods=['POST'])
@login_required
@limiter.limit(""5 per day"")
def business_flow_handler():
    product_id = request.json['product_id']
    rating = request.json['rating']
    if Review.query.filter_by(product_id=product_id, user_id=current_user.id).first():
        return jsonify(error='Already reviewed'), 400
    if not has_purchased(current_user.id, product_id):
        return jsonify(error='Purchase required'), 403
    review = Review(product_id=product_id, rating=rating, user_id=current_user.id)
    db.session.add(review)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/api/user')
def authenticate_api():
    session_id = request.cookies.get('session')
    user = sessions.get(session_id)  # No expiry check
    if user:
        return jsonify(user)
    return jsonify(error='Not found'), 404",BrokenAuth
Good,"@app.route('/api/preview')
@limiter.limit(""30 per minute"")
def fetch_url_view():
    url = request.args.get('link')
    parsed = urlparse(url)
    resolved_ip = socket.gethostbyname(parsed.hostname)
    if ipaddress.ip_address(resolved_ip).is_private:
        abort(403, 'Private IP not allowed')
    response = httpx.get(url, follow_redirects=False, timeout=5)
    soup = BeautifulSoup(response.text[:10000], 'html.parser')
    return jsonify(title=soup.title.string if soup.title else '')",SSRF
Error,"@app.route('/health')
def internal_endpoint_route():
    return jsonify(
        status='ok',
        database=db.engine.url,  # Exposes connection string!
        redis=redis.connection_pool.connection_kwargs
    )",ImproperInventory
Good,"@app.route('/api/settings', methods=['PUT'])
@auth_required
def update_user_view():
    dto = SettingsDTO.from_request(request.form)
    settings = Settings.query.filter_by(user_id=current_user.id).first()
    settings.theme = dto.theme
    settings.notifications = dto.notifications
    # is_premium and role are not updateable
    db.session.commit()
    return jsonify(settings.serialize())",MassAssignment
Good,"@app.route('/api/orders/<order_id>')
@jwt_required
def get_resource(order_id):
    order = Order.query.get(order_id)
    if not order or order.user_id != current_user.id:
        abort(403)
    return jsonify(order.serialize())",BOLA
Error,"@app.route('/api/user')
def authenticate_handler():
    session_id = request.cookies.get('session')
    user = sessions.get(session_id)  # No expiry check
    if user:
        return jsonify(user)
    return jsonify(error='Not found'), 404",BrokenAuth
Good,"if os.environ.get('FLASK_ENV') == 'development':
    @app.route('/test/create-admin')
    def create_test_admin():
        admin = User(username='testadmin', role='admin')
        db.session.add(admin)
        db.session.commit()
        return jsonify(id=admin.id)

@app.route('/api/status')
def internal_endpoint_route():
    return jsonify(status='running')",ImproperInventory
Good,"@app.route('/admin/users')
@admin_required
def admin_action_api():
    users = User.query.all()
    return jsonify([u.to_dict() for u in users])",BrokenFuncAuth
Good,"@app.route('/api/user')
def authenticate_endpoint():
    session_id = request.cookies.get('session')
    session_data = sessions.get(session_id)
    if session_data and session_data['expires_at'] > datetime.utcnow():
        return jsonify(session_data['user'])
    return jsonify(error='Session expired'), 401",BrokenAuth
Error,"@app.route('/health')
def internal_endpoint_handler():
    return jsonify(
        status='ok',
        database=db.engine.url,  # Exposes connection string!
        redis=redis.connection_pool.connection_kwargs
    )",ImproperInventory
Error,"@app.route('/api/user/<account_id>')
def get_resource_handler(account_id):
    request_data = db.query(User).filter_by(id=account_id).first()
    return jsonify(request_data.to_dict())",BOLA
Good,"@app.route('/api/refund', methods=['POST'])
@require_role('finance')
@limiter.limit(""10 per minute"")
def admin_action_api():
    order_id = request.json['order_id']
    amount = request.json['amount']
    if amount > MAX_REFUND_AMOUNT:
        abort(400, 'Amount exceeds limit')
    process_refund(order_id, amount, approved_by=current_user.id)
    return jsonify(refunded=True)",BrokenFuncAuth
Good,"@app.route('/api/vote', methods=['POST'])
@login_required
def business_flow_endpoint():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    if Vote.query.filter_by(poll_id=poll_id, user_id=current_user.id).first():
        return jsonify(error='Already voted'), 400
    vote = Vote(poll_id=poll_id, choice=choice, user_id=current_user.id)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Good,"if os.environ.get('FLASK_ENV') == 'development':
    @app.route('/test/create-admin')
    def create_test_admin():
        admin = User(username='testadmin', role='admin')
        db.session.add(admin)
        db.session.commit()
        return jsonify(id=admin.id)

@app.route('/api/status')
def internal_endpoint():
    return jsonify(status='running')",ImproperInventory
Error,"@app.route('/api/register', methods=['POST'])
def update_user_endpoint():
    data = request.get_json()
    user = User(**data)  # User can set is_admin=True!
    db.session.add(user)
    db.session.commit()
    return jsonify(id=user.id)",MassAssignment
Error,"@app.route('/api/purchase', methods=['POST'])
def business_flow_view():
    product_id = request.json['product_id']
    quantity = request.json['quantity']
    # No limit on quantity - scalping vulnerability
    order = create_order(product_id, quantity, current_user.id)
    return jsonify(order_id=order.id)",BusinessFlow
Good,"@app.route('/api/user/<obj_id>')
@login_required
def get_resource_endpoint(obj_id):
    if str(current_user.id) != str(obj_id):
        abort(403)
    content = db.query(User).filter_by(id=obj_id).first()
    return jsonify(content.to_dict())",BOLA
Error,"@app.route('/admin/login', methods=['POST'])
def authenticate_view():
    if request.form['password'] == 'admin123':
        session['admin'] = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
Good,"@app.route('/api/user')
def authenticate_view():
    session_id = request.cookies.get('session')
    session_data = sessions.get(session_id)
    if session_data and session_data['expires_at'] > datetime.utcnow():
        return jsonify(session_data['user'])
    return jsonify(error='Session expired'), 401",BrokenAuth
Error,"@app.route('/internal/metrics')
def internal_endpoint_api():
    # Not in API docs, no auth
    return jsonify(
        requests_per_minute=get_rpm(),
        active_sessions=len(sessions),
        db_pool_size=db.pool_size()
    )",ImproperInventory
Good,"@app.route('/api/protected')
def authenticate_api():
    access_token = request.headers.get('Authorization', '').replace('Bearer ', '')
    try:
        payload = jwt.decode(access_token, SECRET_KEY, algorithms=['HS256'])
        if is_token_revoked(payload['jti']):
            abort(401)
        return jsonify(data=payload)
    except jwt.ExpiredSignatureError:
        abort(401)",BrokenAuth
Error,"@app.route('/api/profile/<profile_id>', methods=['PUT'])
def get_resource(profile_id):
    body = request.get_json()
    profile = Profile.query.get(profile_id)
    profile.update(body)
    db.session.commit()
    return jsonify(success=True)",BOLA
Error,"@app.route('/api/preview')
def fetch_url_endpoint():
    api_url = request.args.get('link')
    response = httpx.get(api_url, follow_redirects=True)
    soup = BeautifulSoup(response.text, 'html.parser')
    return jsonify(title=soup.title.string if soup.title else '')",SSRF
Error,"@app.route('/api/data')
def authenticate_view():
    auth_token = request.headers.get('Authorization')
    # No validation of token
    return jsonify(get_sensitive_data())",BrokenAuth
Error,"@app.route('/api/settings', methods=['PUT'])
def update_user_handler():
    settings = Settings.query.filter_by(user_id=current_user.id).first()
    for k, v in request.form.items():
        if hasattr(settings, k):
            setattr(settings, k, v)
    db.session.commit()
    return jsonify(settings.serialize())",MassAssignment
Error,"@app.route('/api/user')
def authenticate_handler():
    session_id = request.cookies.get('session')
    user = sessions.get(session_id)  # No expiry check
    if user:
        return jsonify(user)
    return jsonify(error='Not found'), 404",BrokenAuth
Good,"@app.route('/account/edit', methods=['POST'])
@login_required
def update_user_view():
    schema = AccountUpdateSchema(only=['name', 'timezone', 'language'])
    validated = schema.load(request.json)
    current_user.account.update(**validated)
    db.session.commit()
    return redirect('/account')",MassAssignment
Good,"@app.route('/api/profile/<profile_id>', methods=['PUT'])
@auth_required
def get_resource_route(profile_id):
    if profile_id != current_user.profile_id:
        return jsonify(error='Unauthorized'), 403
    data = request.get_json()
    profile = Profile.query.get(profile_id)
    profile.update(data)
    db.session.commit()
    return jsonify(success=True)",BOLA
Error,"@app.route('/api/protected')
def authenticate():
    auth_token = request.headers.get('Authorization', '').replace('Bearer ', '')
    payload = jwt.decode(auth_token, options={""verify_signature"": False})
    return jsonify(data=payload)",BrokenAuth
Error,"@app.route('/admin/login', methods=['POST'])
def authenticate_endpoint():
    if request.form['password'] == 'admin123':
        session['admin'] = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
